,Unnamed: 0,clouds,dew_point,dt,feels_like,humidity,pressure,rain,temp,wind_deg,wind_speed(m/s),mean_WindSpeed(m/s),mean_wind_deg,time,id, main, description, icon
0,0,11,292.12,1594123200,303.17,46,1006,,305.19,273,7.47,7.5,270,01/19/1970  10:48:43,801, Clouds, few clouds, 02d
1,1,53,292.56,1594126800,302.6,50,1006,,304.2,273,7.16,7.0,270,01/19/1970  10:48:46,803, Clouds, broken clouds, 04d
2,2,80,293.21,1594130400,302.39,57,1008,,302.62,274,5.63,5.5,270,01/19/1970  10:48:50,803, Clouds, broken clouds, 04n
3,3,74,293.43,1594134000,301.36,62,1008,,301.4,281,5.51,5.5,270,01/19/1970  10:48:54,803, Clouds, broken clouds, 04n
4,4,70,293.65,1594137600,301.26,65,1008,,300.82,283,4.98,5.0,270,01/19/1970  10:48:57,803, Clouds, broken clouds, 04n
5,5,67,293.83,1594141200,301.13,66,1009,,300.59,284,4.86,5.0,270,01/19/1970  10:49:01,803, Clouds, broken clouds, 04n
6,6,72,293.95,1594144800,301.26,68,1009,,300.36,290,4.53,4.5,300,01/19/1970  10:49:04,803, Clouds, broken clouds, 04n
7,7,100,294.05,1594148400,301.41,68,1008,,300.23,284,4.05,4.0,270,01/19/1970  10:49:08,804, Clouds, overcast clouds, 04n
8,8,100,294.13,1594152000,300.9,70,1007,,299.91,284,4.43,4.5,270,01/19/1970  10:49:12,804, Clouds, overcast clouds, 04n
9,9,100,294.06,1594155600,300.81,71,1006,,299.59,282,4.06,4.0,270,01/19/1970  10:49:15,804, Clouds, overcast clouds, 04n
10,10,100,294.04,1594159200,300.89,72,1006,,299.44,284,3.78,4.0,270,01/19/1970  10:49:19,804, Clouds, overcast clouds, 04n
11,11,100,293.99,1594162800,301.14,73,1006,,299.14,285,2.96,3.0,300,01/19/1970  10:49:22,804, Clouds, overcast clouds, 04n
12,12,100,293.85,1594166400,300.9,73,1007,,298.94,285,2.87,3.0,300,01/19/1970  10:49:26,804, Clouds, overcast clouds, 04n
13,13,100,293.84,1594170000,300.96,73,1008,,298.91,286,2.73,2.5,300,01/19/1970  10:49:30,804, Clouds, overcast clouds, 04d
14,14,100,293.77,1594173600,302.6,66,1008,,300.55,288,2.68,2.5,300,01/19/1970  10:49:33,804, Clouds, overcast clouds, 04d
15,15,100,293.21,1594177200,304.47,56,1009,,302.82,282,2.89,3.0,270,01/19/1970  10:49:37,804, Clouds, overcast clouds, 04d
16,16,99,292.65,1594180800,305.75,48,1009,,304.92,277,3.69,3.5,270,01/19/1970  10:49:40,804, Clouds, overcast clouds, 04d
17,17,93,292.46,1594184400,306.97,43,1009,,306.54,278,4.05,4.0,270,01/19/1970  10:49:44,804, Clouds, overcast clouds, 04d
18,18,95,292.44,1594188000,307.35,41,1009,,307.38,275,4.71,4.5,270,01/19/1970  10:49:48,804, Clouds, overcast clouds, 04d
19,19,100,292.56,1594191600,307.57,40,1008,,307.96,274,5.3,5.5,270,01/19/1970  10:49:51,804, Clouds, overcast clouds, 04d
20,20,100,292.76,1594195200,307.47,40,1008,,308.06,278,5.64,5.5,270,01/19/1970  10:49:55,804, Clouds, overcast clouds, 04d
21,21,100,293.1,1594198800,307.31,42,1007,,307.63,278,5.52,5.5,270,01/19/1970  10:49:58,804, Clouds, overcast clouds, 04d
22,22,100,293.41,1594202400,306.77,44,1006,,307.11,277,5.74,5.5,270,01/19/1970  10:50:02,804, Clouds, overcast clouds, 04d
23,23,100,293.53,1594206000,305.67,47,1005,,306.19,278,6.16,6.0,270,01/19/1970  10:50:06,804, Clouds, overcast clouds, 04d
24,24,100,293.55,1594209600,303.98,51,1006,,304.8,279,6.62,6.5,270,01/19/1970  10:50:09,804, Clouds, overcast clouds, 04d
25,25,100,293.54,1594213200,303.16,56,1007,,303.28,278,5.71,5.5,270,01/19/1970  10:50:13,804, Clouds, overcast clouds, 04d
26,26,100,293.47,1594216800,302.67,58,1008,,302.39,280,4.96,5.0,270,01/19/1970  10:50:16,804, Clouds, overcast clouds, 04n
27,27,100,293.42,1594220400,302.05,60,1009,,301.76,284,4.91,5.0,270,01/19/1970  10:50:20,804, Clouds, overcast clouds, 04n
28,28,100,293.12,1594224000,301.79,60,1009,,301.38,289,4.5,4.5,300,01/19/1970  10:50:24,804, Clouds, overcast clouds, 04n
29,29,100,292.99,1594227600,301.79,61,1009,,300.94,286,3.77,4.0,300,01/19/1970  10:50:27,804, Clouds, overcast clouds, 04n
30,30,100,293.1,1594231200,301.68,63,1009,,300.56,284,3.5,3.5,270,01/19/1970  10:50:31,804, Clouds, overcast clouds, 04n
31,31,100,293.1,1594234800,301.51,64,1008,,300.31,287,3.39,3.5,300,01/19/1970  10:50:34,804, Clouds, overcast clouds, 04n
32,32,100,293.2,1594238400,301.25,66,1007,{'1h': 0.14},300.02,292,3.51,3.5,300,01/19/1970  10:50:38,500, Rain, light rain, 10n
33,33,100,293.34,1594242000,301.4,67,1007,,299.89,287,3.19,3.0,300,01/19/1970  10:50:42,804, Clouds, overcast clouds, 04n
34,34,100,293.44,1594245600,301.56,68,1006,,299.77,292,2.87,3.0,300,01/19/1970  10:50:45,804, Clouds, overcast clouds, 04n
35,35,100,293.54,1594249200,301.86,69,1006,,299.66,292,2.38,2.5,300,01/19/1970  10:50:49,804, Clouds, overcast clouds, 04n
36,36,100,293.64,1594252800,301.68,69,1007,,299.58,278,2.47,2.5,270,01/19/1970  10:50:52,804, Clouds, overcast clouds, 04n
37,37,100,293.71,1594256400,301.77,70,1007,,299.58,281,2.5,2.5,270,01/19/1970  10:50:56,804, Clouds, overcast clouds, 04d
38,38,100,293.65,1594260000,302.6,65,1008,,300.64,290,2.7,2.5,300,01/19/1970  10:51:00,804, Clouds, overcast clouds, 04d
39,39,100,293.31,1594263600,303.72,59,1008,,301.99,294,2.82,3.0,300,01/19/1970  10:51:03,804, Clouds, overcast clouds, 04d
40,40,100,293.16,1594267200,305.02,53,1009,,303.71,295,3.33,3.5,300,01/19/1970  10:51:07,804, Clouds, overcast clouds, 04d
41,41,100,292.88,1594270800,306.66,47,1009,,305.36,293,3.05,3.0,300,01/19/1970  10:51:10,804, Clouds, overcast clouds, 04d
42,42,100,292.8,1594274400,307.55,44,1008,,306.36,279,3.11,3.0,270,01/19/1970  10:51:14,804, Clouds, overcast clouds, 04d
43,43,100,292.94,1594278000,308.17,44,1007,,306.87,276,3.25,3.5,270,01/19/1970  10:51:18,804, Clouds, overcast clouds, 04d
44,44,100,293.33,1594281600,307.11,46,1007,,306.22,268,3.92,4.0,270,01/19/1970  10:51:21,804, Clouds, overcast clouds, 04d
45,45,100,293.55,1594285200,306.36,48,1006,{'1h': 0.14},305.8,272,4.6,4.5,270,01/19/1970  10:51:25,500, Rain, light rain, 10d
46,46,100,293.83,1594288800,305.75,49,1006,{'1h': 0.17},305.67,276,5.44,5.5,270,01/19/1970  10:51:28,500, Rain, light rain, 10d
47,47,100,294.04,1594292400,304.17,53,1006,,304.48,277,6.13,6.0,270,01/19/1970  10:51:32,804, Clouds, overcast clouds, 04d
48,48,72,294.17,1594144800,300.9,68,1009,,300.6,285,5.55,5.5,300,01/19/1970  10:49:04,803, Clouds, broken clouds, 04n
49,49,86,294.28,1594148400,300.87,69,1009,,300.47,287,5.49,5.5,300,01/19/1970  10:49:08,804, Clouds, overcast clouds, 04n
50,50,94,294.26,1594152000,301.07,70,1007,,300.2,282,4.8,5.0,270,01/19/1970  10:49:12,804, Clouds, overcast clouds, 04n
51,51,98,294.15,1594155600,301.04,71,1007,,299.84,284,4.26,4.5,270,01/19/1970  10:49:15,804, Clouds, overcast clouds, 04n
52,52,100,293.89,1594159200,300.81,71,1006,,299.57,288,4.01,4.0,300,01/19/1970  10:49:19,804, Clouds, overcast clouds, 04n
53,53,100,293.88,1594162800,301.03,71,1006,,299.33,286,3.2,3.0,300,01/19/1970  10:49:22,804, Clouds, overcast clouds, 04n
54,54,100,293.71,1594166400,301.09,71,1007,,299.2,281,2.83,3.0,270,01/19/1970  10:49:26,804, Clouds, overcast clouds, 04n
55,55,100,293.8,1594170000,301.08,72,1007,,299.12,283,2.84,3.0,270,01/19/1970  10:49:30,804, Clouds, overcast clouds, 04d
56,56,100,293.69,1594173600,302.33,65,1008,,300.66,286,3.12,3.0,300,01/19/1970  10:49:33,804, Clouds, overcast clouds, 04d
57,57,100,293.34,1594177200,304.05,57,1009,,302.62,284,3.27,3.5,270,01/19/1970  10:49:37,804, Clouds, overcast clouds, 04d
58,58,100,293.08,1594180800,304.96,51,1009,,304.32,284,4.24,4.0,270,01/19/1970  10:49:40,804, Clouds, overcast clouds, 04d
59,59,100,292.75,1594184400,306.24,45,1009,,305.99,287,4.46,4.5,300,01/19/1970  10:49:44,804, Clouds, overcast clouds, 04d
60,60,100,292.65,1594188000,307.54,42,1009,,307.22,286,4.36,4.5,300,01/19/1970  10:49:48,804, Clouds, overcast clouds, 04d
61,61,100,292.63,1594191600,307.66,41,1008,,307.79,286,5.08,5.0,300,01/19/1970  10:49:51,804, Clouds, overcast clouds, 04d
62,62,100,292.9,1594195200,307.57,40,1008,,308.14,290,5.66,5.5,300,01/19/1970  10:49:55,804, Clouds, overcast clouds, 04d
63,63,100,293.1,1594198800,307.54,41,1007,,307.9,289,5.48,5.5,300,01/19/1970  10:49:58,804, Clouds, overcast clouds, 04d
64,64,100,293.33,1594202400,306.93,43,1006,,307.42,284,5.89,6.0,270,01/19/1970  10:50:02,804, Clouds, overcast clouds, 04d
65,65,100,293.42,1594206000,306.29,46,1006,,306.55,280,5.77,6.0,270,01/19/1970  10:50:06,804, Clouds, overcast clouds, 04d
66,66,100,293.59,1594209600,304.9,50,1006,,305.22,282,5.95,6.0,270,01/19/1970  10:50:09,804, Clouds, overcast clouds, 04d
67,67,100,293.74,1594213200,303.4,56,1007,,303.45,281,5.71,5.5,270,01/19/1970  10:50:13,804, Clouds, overcast clouds, 04d
68,68,100,293.76,1594216800,302.89,60,1008,,302.31,281,4.86,5.0,270,01/19/1970  10:50:16,804, Clouds, overcast clouds, 04n
69,69,100,293.91,1594220400,303.05,63,1009,{'1h': 0.32},301.63,278,3.76,4.0,270,01/19/1970  10:50:20,500, Rain, light rain, 10n
70,70,100,293.86,1594224000,302.48,64,1009,{'1h': 0.16},301.15,282,3.76,4.0,270,01/19/1970  10:50:24,500, Rain, light rain, 10n
71,71,100,293.84,1594227600,302.13,66,1009,{'1h': 0.28},300.63,284,3.51,3.5,270,01/19/1970  10:50:27,500, Rain, light rain, 10n
72,72,100,293.81,1594231200,301.91,67,1009,{'1h': 0.34},300.24,286,3.19,3.0,300,01/19/1970  10:50:31,500, Rain, light rain, 10n
73,73,100,293.78,1594234800,301.79,68,1008,{'1h': 0.12},300.03,289,3.08,3.0,300,01/19/1970  10:50:34,500, Rain, light rain, 10n
74,74,100,293.71,1594238400,301.86,69,1008,{'1h': 0.46},299.87,288,2.82,3.0,300,01/19/1970  10:50:38,500, Rain, light rain, 10n
75,75,100,293.72,1594242000,301.65,69,1007,{'1h': 0.39},299.75,291,2.86,3.0,300,01/19/1970  10:50:42,500, Rain, light rain, 10n
76,76,100,293.75,1594245600,301.95,70,1007,{'1h': 0.32},299.65,293,2.39,2.5,300,01/19/1970  10:50:45,500, Rain, light rain, 10n
77,77,100,293.84,1594249200,302.12,71,1007,{'1h': 0.16},299.51,305,2.02,2.0,300,01/19/1970  10:50:49,500, Rain, light rain, 10n
78,78,100,293.84,1594252800,301.78,72,1007,,299.15,307,1.9,2.0,300,01/19/1970  10:50:52,804, Clouds, overcast clouds, 04n
79,79,100,293.98,1594256400,301.86,73,1007,,299.16,284,1.97,2.0,270,01/19/1970  10:50:56,804, Clouds, overcast clouds, 04d
80,80,100,293.84,1594260000,302.4,67,1008,,300.37,278,2.75,3.0,270,01/19/1970  10:51:00,804, Clouds, overcast clouds, 04d
81,81,100,293.34,1594263600,303.35,59,1008,,302.14,283,3.65,3.5,270,01/19/1970  10:51:03,804, Clouds, overcast clouds, 04d
82,82,100,293.22,1594267200,304.24,53,1009,,303.77,285,4.56,4.5,300,01/19/1970  10:51:07,804, Clouds, overcast clouds, 04d
83,83,100,293.21,1594270800,305.59,49,1008,,305.25,286,4.81,5.0,300,01/19/1970  10:51:10,804, Clouds, overcast clouds, 04d
84,84,100,293.33,1594274400,306.66,46,1008,,306.31,278,4.75,5.0,270,01/19/1970  10:51:14,804, Clouds, overcast clouds, 04d
85,85,100,293.37,1594278000,306.98,45,1007,,306.84,275,5.14,5.0,270,01/19/1970  10:51:18,804, Clouds, overcast clouds, 04d
86,86,100,293.53,1594281600,306.95,45,1006,,307.0,274,5.5,5.5,270,01/19/1970  10:51:21,804, Clouds, overcast clouds, 04d
87,87,100,293.69,1594285200,306.29,46,1006,,306.67,274,6.02,6.0,270,01/19/1970  10:51:25,804, Clouds, overcast clouds, 04d
88,88,100,293.68,1594288800,305.35,49,1005,,305.64,275,5.95,6.0,270,01/19/1970  10:51:28,804, Clouds, overcast clouds, 04d
89,89,100,293.79,1594292400,303.67,53,1005,,304.44,276,6.76,7.0,270,01/19/1970  10:51:32,804, Clouds, overcast clouds, 04d
90,90,100,293.92,1594296000,302.57,57,1006,,303.14,278,6.46,6.5,270,01/19/1970  10:51:36,804, Clouds, overcast clouds, 04d
91,91,100,293.99,1594299600,302.49,61,1006,,302.17,278,5.33,5.5,270,01/19/1970  10:51:39,804, Clouds, overcast clouds, 04d
92,92,100,294.02,1594303200,301.72,64,1007,,301.36,282,5.28,5.5,270,01/19/1970  10:51:43,804, Clouds, overcast clouds, 04n
93,93,100,294.11,1594306800,301.07,66,1008,{'1h': 0.16},300.84,290,5.47,5.5,300,01/19/1970  10:51:46,500, Rain, light rain, 10n
94,94,100,294.14,1594310400,301.2,67,1008,{'1h': 0.23},300.6,289,4.95,5.0,300,01/19/1970  10:51:50,500, Rain, light rain, 10n
95,95,100,294.04,1594314000,301.4,67,1008,,300.5,289,4.46,4.5,300,01/19/1970  10:51:54,804, Clouds, overcast clouds, 04n
96,96,100,294.16,1594148400,300.68,69,1008,,300.34,287,5.49,5.5,300,01/19/1970  10:49:08,804, Clouds, overcast clouds, 04n
97,97,100,294.28,1594152000,301.1,70,1008,,300.22,282,4.8,5.0,270,01/19/1970  10:49:12,804, Clouds, overcast clouds, 04n
98,98,100,294.21,1594155600,301.14,71,1007,,299.91,284,4.26,4.5,270,01/19/1970  10:49:15,804, Clouds, overcast clouds, 04n
99,99,100,293.93,1594159200,300.87,71,1006,,299.61,288,4.01,4.0,300,01/19/1970  10:49:19,804, Clouds, overcast clouds, 04n
100,100,100,293.67,1594162800,301.04,71,1006,,299.34,286,3.2,3.0,300,01/19/1970  10:49:22,804, Clouds, overcast clouds, 04n
101,101,100,293.71,1594166400,301.09,71,1007,,299.2,281,2.83,3.0,270,01/19/1970  10:49:26,804, Clouds, overcast clouds, 04n
102,102,100,293.8,1594170000,301.08,72,1007,,299.12,283,2.84,3.0,270,01/19/1970  10:49:30,804, Clouds, overcast clouds, 04d
103,103,100,293.69,1594173600,302.33,65,1008,,300.66,286,3.12,3.0,300,01/19/1970  10:49:33,804, Clouds, overcast clouds, 04d
104,104,100,293.34,1594177200,304.05,57,1009,,302.62,284,3.27,3.5,270,01/19/1970  10:49:37,804, Clouds, overcast clouds, 04d
105,105,100,293.08,1594180800,304.96,51,1009,,304.32,284,4.24,4.0,270,01/19/1970  10:49:40,804, Clouds, overcast clouds, 04d
106,106,100,292.75,1594184400,306.24,45,1009,,305.99,287,4.46,4.5,300,01/19/1970  10:49:44,804, Clouds, overcast clouds, 04d
107,107,100,292.65,1594188000,307.54,42,1009,,307.22,286,4.36,4.5,300,01/19/1970  10:49:48,804, Clouds, overcast clouds, 04d
108,108,100,292.63,1594191600,307.66,41,1008,,307.79,286,5.08,5.0,300,01/19/1970  10:49:51,804, Clouds, overcast clouds, 04d
109,109,100,292.9,1594195200,307.57,40,1008,,308.14,290,5.66,5.5,300,01/19/1970  10:49:55,804, Clouds, overcast clouds, 04d
110,110,100,293.1,1594198800,307.54,41,1007,,307.9,289,5.48,5.5,300,01/19/1970  10:49:58,804, Clouds, overcast clouds, 04d
111,111,100,293.33,1594202400,306.93,43,1006,,307.42,284,5.89,6.0,270,01/19/1970  10:50:02,804, Clouds, overcast clouds, 04d
112,112,100,293.42,1594206000,306.29,46,1006,,306.55,280,5.77,6.0,270,01/19/1970  10:50:06,804, Clouds, overcast clouds, 04d
113,113,100,293.59,1594209600,304.9,50,1006,,305.22,282,5.95,6.0,270,01/19/1970  10:50:09,804, Clouds, overcast clouds, 04d
114,114,100,293.74,1594213200,303.4,56,1007,,303.45,281,5.71,5.5,270,01/19/1970  10:50:13,804, Clouds, overcast clouds, 04d
115,115,100,293.76,1594216800,302.89,60,1008,,302.31,281,4.86,5.0,270,01/19/1970  10:50:16,804, Clouds, overcast clouds, 04n
116,116,100,293.91,1594220400,303.05,63,1009,{'1h': 0.32},301.63,278,3.76,4.0,270,01/19/1970  10:50:20,500, Rain, light rain, 10n
117,117,100,293.86,1594224000,302.48,64,1009,{'1h': 0.16},301.15,282,3.76,4.0,270,01/19/1970  10:50:24,500, Rain, light rain, 10n
118,118,100,293.84,1594227600,302.13,66,1009,{'1h': 0.28},300.63,284,3.51,3.5,270,01/19/1970  10:50:27,500, Rain, light rain, 10n
119,119,100,293.81,1594231200,301.91,67,1009,{'1h': 0.34},300.24,286,3.19,3.0,300,01/19/1970  10:50:31,500, Rain, light rain, 10n
120,120,100,293.78,1594234800,301.79,68,1008,{'1h': 0.12},300.03,289,3.08,3.0,300,01/19/1970  10:50:34,500, Rain, light rain, 10n
121,121,100,293.71,1594238400,301.86,69,1008,{'1h': 0.46},299.87,288,2.82,3.0,300,01/19/1970  10:50:38,500, Rain, light rain, 10n
122,122,100,293.72,1594242000,301.65,69,1007,{'1h': 0.39},299.75,291,2.86,3.0,300,01/19/1970  10:50:42,500, Rain, light rain, 10n
123,123,100,293.75,1594245600,301.95,70,1007,{'1h': 0.32},299.65,293,2.39,2.5,300,01/19/1970  10:50:45,500, Rain, light rain, 10n
124,124,100,293.84,1594249200,302.12,71,1007,{'1h': 0.16},299.51,305,2.02,2.0,300,01/19/1970  10:50:49,500, Rain, light rain, 10n
125,125,100,293.84,1594252800,301.78,72,1007,,299.15,307,1.9,2.0,300,01/19/1970  10:50:52,804, Clouds, overcast clouds, 04n
126,126,100,293.98,1594256400,301.86,73,1007,,299.16,284,1.97,2.0,270,01/19/1970  10:50:56,804, Clouds, overcast clouds, 04d
127,127,100,293.84,1594260000,302.4,67,1008,,300.37,278,2.75,3.0,270,01/19/1970  10:51:00,804, Clouds, overcast clouds, 04d
128,128,100,293.34,1594263600,303.35,59,1008,,302.14,283,3.65,3.5,270,01/19/1970  10:51:03,804, Clouds, overcast clouds, 04d
129,129,100,293.22,1594267200,304.24,53,1009,,303.77,285,4.56,4.5,300,01/19/1970  10:51:07,804, Clouds, overcast clouds, 04d
130,130,100,293.21,1594270800,305.59,49,1008,,305.25,286,4.81,5.0,300,01/19/1970  10:51:10,804, Clouds, overcast clouds, 04d
131,131,100,293.33,1594274400,306.66,46,1008,,306.31,278,4.75,5.0,270,01/19/1970  10:51:14,804, Clouds, overcast clouds, 04d
132,132,100,293.37,1594278000,306.98,45,1007,,306.84,275,5.14,5.0,270,01/19/1970  10:51:18,804, Clouds, overcast clouds, 04d
133,133,100,293.53,1594281600,306.95,45,1006,,307.0,274,5.5,5.5,270,01/19/1970  10:51:21,804, Clouds, overcast clouds, 04d
134,134,100,293.69,1594285200,306.29,46,1006,,306.67,274,6.02,6.0,270,01/19/1970  10:51:25,804, Clouds, overcast clouds, 04d
135,135,100,293.68,1594288800,305.35,49,1005,,305.64,275,5.95,6.0,270,01/19/1970  10:51:28,804, Clouds, overcast clouds, 04d
136,136,100,293.79,1594292400,303.67,53,1005,,304.44,276,6.76,7.0,270,01/19/1970  10:51:32,804, Clouds, overcast clouds, 04d
137,137,100,293.92,1594296000,302.57,57,1006,,303.14,278,6.46,6.5,270,01/19/1970  10:51:36,804, Clouds, overcast clouds, 04d
138,138,100,293.99,1594299600,302.49,61,1006,,302.17,278,5.33,5.5,270,01/19/1970  10:51:39,804, Clouds, overcast clouds, 04d
139,139,100,294.02,1594303200,301.72,64,1007,,301.36,282,5.28,5.5,270,01/19/1970  10:51:43,804, Clouds, overcast clouds, 04n
140,140,100,294.11,1594306800,301.07,66,1008,{'1h': 0.16},300.84,290,5.47,5.5,300,01/19/1970  10:51:46,500, Rain, light rain, 10n
141,141,100,294.14,1594310400,301.2,67,1008,{'1h': 0.23},300.6,289,4.95,5.0,300,01/19/1970  10:51:50,500, Rain, light rain, 10n
142,142,100,294.04,1594314000,301.4,67,1008,,300.5,289,4.46,4.5,300,01/19/1970  10:51:54,804, Clouds, overcast clouds, 04n
143,143,100,293.93,1594317600,301.72,68,1008,,300.3,283,3.75,4.0,270,01/19/1970  10:51:57,804, Clouds, overcast clouds, 04n
144,144,90,293.14,1594389600,301.44,62,1008,,301.09,274,4.76,5.0,270,01/19/1970  10:53:09,804, Clouds, overcast clouds, 04n
145,145,91,293.37,1594393200,301.75,64,1008,,300.79,279,4.04,4.0,270,01/19/1970  10:53:13,804, Clouds, overcast clouds, 04n
146,146,91,293.32,1594396800,301.6,66,1009,,300.22,281,3.42,3.5,270,01/19/1970  10:53:16,804, Clouds, overcast clouds, 04n
147,147,83,293.42,1594400400,301.44,68,1009,,299.81,277,3.12,3.0,270,01/19/1970  10:53:20,803, Clouds, broken clouds, 04n
148,148,82,293.24,1594404000,300.71,69,1008,,299.38,274,3.43,3.5,270,01/19/1970  10:53:24,803, Clouds, broken clouds, 04n
149,149,100,293.34,1594407600,300.47,70,1008,,299.21,273,3.59,3.5,270,01/19/1970  10:53:27,804, Clouds, overcast clouds, 04n
150,150,95,293.58,1594411200,300.48,71,1007,,299.08,267,3.46,3.5,270,01/19/1970  10:53:31,804, Clouds, overcast clouds, 04n
151,151,97,293.89,1594414800,300.53,73,1007,,298.88,273,3.28,3.5,270,01/19/1970  10:53:34,804, Clouds, overcast clouds, 04n
152,152,97,294.08,1594418400,300.64,74,1006,,298.85,271,3.21,3.0,270,01/19/1970  10:53:38,804, Clouds, overcast clouds, 04n
153,153,98,294.21,1594422000,300.66,76,1006,,298.75,272,3.28,3.5,270,01/19/1970  10:53:42,804, Clouds, overcast clouds, 04n
154,154,99,294.32,1594425600,300.63,77,1007,,298.65,271,3.27,3.5,270,01/19/1970  10:53:45,804, Clouds, overcast clouds, 04n
155,155,54,294.55,1594429200,300.91,77,1007,,298.68,270,2.93,3.0,270,01/19/1970  10:53:49,803, Clouds, broken clouds, 04d
156,156,74,294.54,1594432800,301.93,72,1008,,299.94,277,3.36,3.5,270,01/19/1970  10:53:52,803, Clouds, broken clouds, 04d
157,157,82,294.44,1594436400,303.26,65,1009,,301.55,275,3.66,3.5,270,01/19/1970  10:53:56,803, Clouds, broken clouds, 04d
158,158,86,294.28,1594440000,304.31,58,1009,,303.25,271,4.4,4.5,270,01/19/1970  10:54:00,804, Clouds, overcast clouds, 04d
159,159,79,294.4,1594443600,305.32,54,1009,,304.67,266,5.1,5.0,270,01/19/1970  10:54:03,803, Clouds, broken clouds, 04d
160,160,82,294.48,1594447200,306.5,50,1009,,305.95,263,5.18,5.0,270,01/19/1970  10:54:07,803, Clouds, broken clouds, 04d
161,161,43,294.44,1594450800,306.84,49,1008,,306.52,260,5.65,5.5,270,01/19/1970  10:54:10,802, Clouds, scattered clouds, 03d
162,162,71,294.45,1594454400,306.09,49,1007,,306.42,255,6.51,6.5,270,01/19/1970  10:54:14,803, Clouds, broken clouds, 04d
163,163,81,294.42,1594458000,304.8,50,1006,,305.99,256,7.7,7.5,270,01/19/1970  10:54:18,803, Clouds, broken clouds, 04d
164,164,85,294.45,1594461600,303.81,53,1005,,305.06,255,7.85,8.0,270,01/19/1970  10:54:21,804, Clouds, overcast clouds, 04d
165,165,88,294.45,1594465200,302.88,56,1005,,304.13,261,7.88,8.0,270,01/19/1970  10:54:25,804, Clouds, overcast clouds, 04d
166,166,91,294.46,1594468800,301.38,61,1006,,302.74,263,8.1,8.0,270,01/19/1970  10:54:28,804, Clouds, overcast clouds, 04d
167,167,90,294.55,1594472400,301.04,66,1007,,301.42,265,6.74,6.5,270,01/19/1970  10:54:32,804, Clouds, overcast clouds, 04d
168,168,94,294.62,1594476000,301.1,69,1008,,300.72,262,5.7,5.5,270,01/19/1970  10:54:36,804, Clouds, overcast clouds, 04n
169,169,95,294.67,1594479600,300.56,71,1008,,300.3,268,5.91,6.0,270,01/19/1970  10:54:39,804, Clouds, overcast clouds, 04n
170,170,96,294.59,1594483200,300.68,71,1009,,300.1,269,5.32,5.5,270,01/19/1970  10:54:43,804, Clouds, overcast clouds, 04n
171,171,97,294.6,1594486800,300.86,72,1009,,299.99,272,4.99,5.0,270,01/19/1970  10:54:46,804, Clouds, overcast clouds, 04n
172,172,98,294.61,1594490400,301.04,73,1009,,299.82,276,4.54,4.5,270,01/19/1970  10:54:50,804, Clouds, overcast clouds, 04n
173,173,100,294.63,1594494000,300.85,74,1008,,299.61,279,4.52,4.5,270,01/19/1970  10:54:54,804, Clouds, overcast clouds, 04n
174,174,100,294.45,1594497600,300.94,74,1008,,299.37,280,3.89,4.0,270,01/19/1970  10:54:57,804, Clouds, overcast clouds, 04n
175,175,100,294.37,1594501200,300.82,74,1007,,299.27,278,3.85,4.0,270,01/19/1970  10:55:01,804, Clouds, overcast clouds, 04n
176,176,100,294.2,1594504800,300.45,74,1006,,299.01,278,3.83,4.0,270,01/19/1970  10:55:04,804, Clouds, overcast clouds, 04n
177,177,100,294.1,1594508400,300.53,74,1006,,298.87,278,3.41,3.5,270,01/19/1970  10:55:08,804, Clouds, overcast clouds, 04n
178,178,100,294.06,1594512000,300.11,75,1006,,298.68,277,3.77,4.0,270,01/19/1970  10:55:12,804, Clouds, overcast clouds, 04n
179,179,100,294.05,1594515600,300.25,75,1007,,298.66,274,3.53,3.5,270,01/19/1970  10:55:15,804, Clouds, overcast clouds, 04d
180,180,100,293.94,1594519200,301.06,69,1008,,299.95,281,4.13,4.0,270,01/19/1970  10:55:19,804, Clouds, overcast clouds, 04d
181,181,100,293.86,1594522800,302.07,62,1008,,301.68,284,5.09,5.0,270,01/19/1970  10:55:22,804, Clouds, overcast clouds, 04d
182,182,99,293.77,1594526400,303.75,56,1009,,303.45,286,5.21,5.0,300,01/19/1970  10:55:26,804, Clouds, overcast clouds, 04d
183,183,100,293.7,1594530000,305.05,51,1008,,304.82,281,5.14,5.0,270,01/19/1970  10:55:30,804, Clouds, overcast clouds, 04d
184,184,100,293.7,1594533600,306.25,48,1008,,305.91,276,4.99,5.0,270,01/19/1970  10:55:33,804, Clouds, overcast clouds, 04d
185,185,100,293.9,1594537200,307.33,46,1007,,306.77,270,4.74,4.5,270,01/19/1970  10:55:37,804, Clouds, overcast clouds, 04d
186,186,100,293.9,1594540800,307.41,46,1007,,307.12,266,5.34,5.5,270,01/19/1970  10:55:40,804, Clouds, overcast clouds, 04d
187,187,100,293.98,1594544400,307.15,46,1006,,307.07,264,5.62,5.5,270,01/19/1970  10:55:44,804, Clouds, overcast clouds, 04d
188,188,100,294.09,1594548000,306.54,48,1005,,306.5,262,5.8,6.0,270,01/19/1970  10:55:48,804, Clouds, overcast clouds, 04d
189,189,100,294.36,1594551600,305.19,52,1005,,305.42,257,6.41,6.5,270,01/19/1970  10:55:51,804, Clouds, overcast clouds, 04d
190,190,100,294.59,1594555200,303.3,57,1005,,304.1,263,7.43,7.5,270,01/19/1970  10:55:55,804, Clouds, overcast clouds, 04d
